"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
PAMr_nr_mas_13_2,A4,13,1,8,4,1,15,,53888,5158086,123,Y,PA14_57950,GID5141,55,309,PA4463,,"hypothetical protein",PA14_57950(55/309),GID5141,PA4463,,,,,,"COG1544|Ribosome-associated protein Y (PSrp-1) [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_13_2,A5,13,1,10,4,1,19,,53902,6150567,125,Y,PA14_68940,GID2864,459,822,PA5220,,"hypothetical protein",PA14_68940(459/822),GID2864,PA5220,,,,,,
PAMr_nr_mas_13_2,A6,13,1,12,4,1,23,,53905,1646271,172,Y,PA14_19050,GID309,45,2037,PA3482,metG,"methionyl-tRNA synthetase","""""""PA14_19050(45/2037)""","""PA14_19040*(2011/2082)""""""","""""""GID309""","""GID6359""""""",PA3482,,,,"COG0525|Valyl-tRNA synthetase [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_13_2,A7,13,1,14,4,1,27,,53907,1629517,787,Y,PA14_18900,GID3684,336,645,PA3493,,"hypothetical protein","""subunit RnfG""""""",PA14_18900(336/645),GID3684,PA3493,,,,,"COG4659|Predicted NADH:ubiquinone oxidoreductase, subunit RnfG [Energy production and conversion]"
PAMr_nr_mas_13_2,A8,13,1,16,4,1,31,,53908,935266,541,Y,EMPTY,,,,,,,PA14_10810*(55/1527),GID6572,,,,,,,
PAMr_nr_mas_13_2,A9,13,1,18,4,1,35,,53930,5991667,196,Y,PA14_67110,GID1987,5,972,PA5080,,"prolyl aminopeptidase",PA14_67110(5/972),GID1987,PA5080,,,,,,"COG2267|Lysophospholipase [Lipid metabolism]"
PAMr_nr_mas_13_2,A10,13,1,20,4,1,39,,53934,832316,182,Y,PA14_09680,GID230,1412,2277,PA4197,,"two-component sensor","""""""PA14_09680(1412/2277)""","""PA14_09670*(695/2151)""""""","""""""GID230""","""GID6598""""""",PA4197,,,,"COG4191|Signal transduction histidine kinase regulating C4-dicarboxylate transport system [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,A11,13,1,22,4,1,43,,53941,2605055,668,Y,PA14_30070,GID3025,515,822,PA2633,,"hypothetical protein",PA14_30070(515/822),GID3025,PA2633,,,,,,
PAMr_nr_mas_13_2,A12,13,1,24,4,1,47,,53950,5730944,412,Y,PA14_64290,GID1818,831,1080,PA4860,,"ABC transporter permease",PA14_64290(831/1080),GID1818,PA4860,,,,,,"COG4177|ABC-type branched-chain amino acid transport system, permease component [Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,B1,13,3,2,4,5,3,,53953,1072405,793,Y,PA14_12440,GID3744,584,648,PA3973,,"AcrR family transcriptional regulator",PA14_12440(584/648),GID3744,PA3973,,,,,,"COG1309|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_2,B2,13,3,4,4,5,7,,53956,260942,351,Y,PA14_02980,GID1229,698,1266,PA0240,,porin,PA14_02980(698/1266),GID1229,PA0240,,,,,,
PAMr_nr_mas_13_2,B3,13,3,6,4,5,11,,53961,5306699,474,Y,PA14_59630,GID1997,12,1032,,,"hypothetical protein",PA14_59630(12/1032),GID1997,,,,,,,
PAMr_nr_mas_13_2,B4,13,3,8,4,5,15,,53969,5307829,375,Y,PA14_59640,GID3540,509,690,,,"hypothetical protein",PA14_59640(509/690),GID3540,,,,,,,
PAMr_nr_mas_13_2,B5,13,3,10,4,5,19,,53994,4164588,145,Y,EMPTY,,,,,,,PA14_46730*(516/573),GID5678,,,,,,,
PAMr_nr_mas_13_2,B6,13,3,12,4,5,23,,53996,6359488,1158,Y,PA14_71410,GID1097,112,1290,PA5410,,"ring hydroxylating dioxygenase, alpha-subunit","""alpha-subunit""""""",PA14_71410(112/1290),GID1097,PA5410,,,,,"COG2146|Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases [Inorganic ion transport and metabolism / General function prediction only]"
PAMr_nr_mas_13_2,B7,13,3,14,4,5,27,,53999,1032237,1181,Y,PA14_11920,GID4746,323,411,PA4014,,"hypothetical protein",PA14_11920(323/411),GID4746,PA4014,,,,,,
PAMr_nr_mas_13_2,B8,13,3,16,4,5,31,,54004,5264606,381,Y,PA14_59120,GID5323,94,240,,,"hypothetical protein",PA14_59120(94/240),GID5323,,,,,,,
PAMr_nr_mas_13_2,B9,13,3,18,4,5,35,,54015,4247424,426,Y,PA14_47730,GID2320,850,939,PA1275,cobD,"cobalamin biosynthesis protein","""""""PA14_47730(850/939)""","""PA14_47710*(1204/1443)""""""","""""""GID2320""","""GID5662""""""",PA1275,,,,"COG3725|Membrane protein required for beta-lactamase induction [Defense mechanisms]"
PAMr_nr_mas_13_2,B10,13,3,20,4,5,39,,54016,1878483,258,Y,PA14_21670,GID5204,267,288,PA3274,,"hypothetical protein",PA14_21670(267/288),GID5204,PA3274,,,,,,
PAMr_nr_mas_13_2,B11,13,3,22,4,5,43,,54018,3490184,268,Y,EMPTY,,,,,,,PA14_39170*(534/1335),GID5846,,,,,,,
PAMr_nr_mas_13_2,B12,13,3,24,4,5,47,,54023,3871009,180,Y,PA14_43460,GID746,162,1530,PA1628,,"3-hydroxyacyl-CoA dehydrogenase","""""""PA14_43460(162/1530)""","""PA14_43450*(595/1875)""""""","""""""GID746""","""GID5749""""""",PA1628,,,,"COG1250|3-hydroxyacyl-CoA dehydrogenase [Lipid metabolism]"
PAMr_nr_mas_13_2,C1,13,5,2,4,9,3,,54029,6284987,726,Y,PA14_70560,GID2366,22,933,PA5344,,"LysR family transcriptional regulator","""LysR family""""""",PA14_70560(22/933),GID2366,PA5344,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_2,C2,13,5,4,4,9,7,,54033,2863556,975,Y,PA14_32790,GID6020,14989,15639,,,"hypothetical protein","""""""PA14_32790(14989/15639)""","""PA14_32800*(66/591)""""""","""""""GID6020""","""GID6019""""""",,,,,"COG3210|Large exoproteins involved in heme utilization or adhesion [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,C3,13,5,6,4,9,11,,54036,1145140,519,Y,PA14_13330,GID656,482,1563,PA3910,,"hypothetical protein","""""""PA14_13330(482/1563)""","""PA14_13310*(3623/5076)""""""","""""""GID656""","""GID6511""""""",PA3910,,,,"COG3540|Phosphodiesterase/alkaline phosphatase D [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_2,C4,13,5,8,4,9,15,,54045,2789953,89.7,Y,EMPTY,,,,,,,"""""""PA14_32030*(15/1125)""",PA14_32040*(847/906),"""PA14_32050*(1148/1149)""""""","""""""GID6039""",GID6038,"""GID6037""""""",,,
PAMr_nr_mas_13_2,C5,13,5,10,4,9,19,,54048,2644008,206,Y,PA14_30540,GID2328,638,957,PA2595,,"periplasmic aliphatic sulfonate-binding protein","""""""PA14_30540(638/957)""","""PA14_30530*(335/1350)""""""","""""""GID2328""","""GID6108""""""",PA2595,,,,"COG0834|ABC-type amino acid transport/signal transduction systems, periplasmic component/domain [Amino acid transport and metabolism / Signal transduction mechanisms]"
PAMr_nr_mas_13_2,C6,13,5,12,4,9,23,,54050,4314481,252,Y,PA14_48530,GID445,254,1857,PA1221,,"AMP-binding protein",PA14_48530(254/1857),GID445,PA1221,,,,,,"COG1021|Peptide arylation enzymes [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_13_2,C7,13,5,14,4,9,27,,54060,782249,993,Y,PA14_09230,GID3204,506,756,PA4229,pchC,"pyochelin biosynthetic protein PchC",PA14_09230(506/756),GID3204,PA4229,,,,,,"COG3208|Predicted thioesterase involved in non-ribosomal peptide biosynthesis [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_13_2,C8,13,5,16,4,9,31,,54063,2808604,620,Y,PA14_32310,GID5469,144,168,PA2501,,"hypothetical protein",PA14_32310(144/168),GID5469,PA2501,,,,,,
PAMr_nr_mas_13_2,C9,13,5,18,4,9,35,,54075,1518691,131,Y,PA14_17660,GID2515,145,927,PA3605,,"hypothetical protein",PA14_17660(145/927),GID2515,PA3605,,,,,,"COG0697|Permeases of the drug/metabolite transporter (DMT) superfamily [Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only]"
PAMr_nr_mas_13_2,C10,13,5,20,4,9,39,,54079,3997937,139,Y,PA14_44860,GID4201,302,510,PA1514,,"ureidoglycolate hydrolase",PA14_44860(302/510),GID4201,PA1514,,,,,,"COG3194|Ureidoglycolate hydrolase [Nucleotide transport and metabolism]"
PAMr_nr_mas_13_2,C11,13,5,22,4,9,43,,54081,3795567,226,Y,PA14_42670,GID283,986,2103,PA1689,,"hypothetical protein",PA14_42670(986/2103),GID283,PA1689,,,,,,"COG3119|Arylsulfatase A and related enzymes [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_2,C12,13,5,24,4,9,47,,54082,2333746,1067,Y,EMPTY,,,,,,,"""""""PA14_26790*(6/1368)""","""PA14_26800*(1361/1362)""""""","""""""GID6195""","""GID6194""""""",,,,,
PAMr_nr_mas_13_2,D1,13,7,2,4,13,3,,54083,861325,965,Y,PA14_10010,GID828,682,1491,PA4165,,"transcriptional regulator","""""""PA14_10010(682/1491)""","""PA14_10000*(701/2013)""""""","""""""GID828""","""GID6592""""""",PA4165,,,,"COG1167|Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs [Transcription / Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,D2,13,7,4,4,13,7,,54085,5970358,206,Y,PA14_66840,GID551,616,1683,PA5058,phaC2,"poly(3-hydroxyalkanoic acid) synthase 2",PA14_66840(616/1683),GID551,PA5058,,,,,,"COG3243|Poly(3-hydroxyalkanoate) synthetase [Lipid metabolism]"
PAMr_nr_mas_13_2,D3,13,7,6,4,13,11,,54103,1857121,694,Y,PA14_21410,GID914,583,1431,PA3296,phoA,"alkaline phosphatase","""""""PA14_21410(583/1431)""","""PA14_21420*(606/1260)""""""","""""""GID914""","""GID6310""""""",PA3296,,,,"COG1785|Alkaline phosphatase [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_2,D4,13,7,8,4,13,15,,54110,6373375,81.8,Y,PA14_71510,GID3688,317,636,PA5419,soxG,"sarcosine oxidase gamma subunit",PA14_71510(317/636),GID3688,PA5419,,,,,,"COG0404|Glycine cleavage system T protein (aminomethyltransferase) [Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,D5,13,7,10,4,13,19,,54114,4400127,240,Y,PA14_49480,GID5621,907,1788,,,"hypothetical protein",PA14_49480(907/1788),GID5621,,,,,,,"COG4637|Predicted ATPase [General function prediction only]"
PAMr_nr_mas_13_2,D6,13,7,12,4,13,23,,54131,1605803,991,Y,PA14_18650,GID5025,56,327,PA3533,,"hypothetical protein",PA14_18650(56/327),GID5025,PA3533,,,,,,"COG0278|Glutaredoxin-related protein [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_13_2,D7,13,7,14,4,13,27,,54135,5694974,163,Y,PA14_63900,GID3664,236,618,PA4833,,"hemolyin III",PA14_63900(236/618),GID3664,PA4833,,,,,,"COG1272|Predicted membrane protein, hemolysin III homolog [General function prediction only]"
PAMr_nr_mas_13_2,D8,13,7,16,4,13,31,,54137,3835764,799,Y,PA14_43100,GID5757,396,4845,,,"Rhs family protein",PA14_43100(396/4845),GID5757,,,,,,,"COG3209|Rhs family protein [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_13_2,D9,13,7,18,4,13,35,,54141,6468576,448,Y,PA14_72620,GID2132,30,1008,PA5503,metN,"DL-methionine transporter ATP-binding subunit","""""""PA14_72620(30/1008)""","""PA14_72610*(961/1104)""""""","""""""GID2132""","""GID6972""""""",PA5503,,,,"COG4107|ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_2,D10,13,7,20,4,13,39,,54149,5018561,387,Y,PA14_56210,GID3030,50,807,PA4327,,"hypothetical protein",PA14_56210(50/807),GID3030,PA4327,,,,,,
PAMr_nr_mas_13_2,D11,13,7,22,4,13,43,,54153,5978768,521,Y,PA14_66980,GID2973,149,804,PA5070,tatC,"sec-independent protein translocase TatC",PA14_66980(149/804),GID2973,PA5070,,,,,,"COG0805|Sec-independent protein secretion pathway component TatC [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,D12,13,7,24,4,13,47,,54161,2975411,260,Y,PA14_33630,GID7197,3344,6570,,pvdJ,"protein PvdJ","""""""PA14_33630(3344/6570)""","""PA14_33640*(728/3954)""""""","""""""GID7197""","""GID23""""""",PA2400,,,,"COG1022|Long-chain acyl-CoA synthetases (AMP-forming) [Lipid metabolism]"
PAMr_nr_mas_13_2,E1,13,9,2,4,17,3,,54163,5552517,341,Y,PA14_62230,GID699,81,1563,PA4701,,"hypothetical protein","""""""PA14_62230(81/1563)""","""PA14_62220*(1495/1656)""""""","""""""GID699""","""GID6740""""""",PA4701,,,,"COG0645|Predicted kinase [General function prediction only]"
PAMr_nr_mas_13_2,E2,13,9,4,4,17,7,,54164,4728045,212,Y,PA14_53340,GID328,244,2013,PA0845,,"hypothetical protein","""""""PA14_53340(244/2013)""","""PA14_53350*(1806/2046)""""""","""""""GID328""","""GID5550""""""",PA0845,,,,
PAMr_nr_mas_13_2,E3,13,9,6,4,17,11,,54168,2934965,791,Y,PA14_33350,GID5999,692,975,,,"hypothetical protein",PA14_33350(692/975),GID5999,,,,,,,"COG1518|CRISPR-associated protein Cas1 [Defense mechanisms]"
PAMr_nr_mas_13_2,E4,13,9,8,4,17,15,,54169,5485956,361,Y,PA14_61480,GID1332,529,1284,PA4647,uraA,"uracil permease","""""""PA14_61480(529/1284)""","""PA14_61490*(774/1260)""""""","""""""GID1332""","""GID3151""""""",PA4647,,,,"COG2233|Xanthine/uracil permeases [Nucleotide transport and metabolism]"
PAMr_nr_mas_13_2,E5,13,9,10,4,17,19,,54171,2602629,771,Y,PA14_30050,GID655,1525,1596,PA2634,,"isocitrate lyase","""""""PA14_30050(1525/1596)""","""PA14_30060*(69/1623)""""""","""""""GID655""","""GID6116""""""",PA2634,,,,"COG2513|PEP phosphonomutase and related enzymes [Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_2,E6,13,9,12,4,17,23,,54175,955797,131,Y,PA14_11050,GID2750,545,825,PA4087,,"hypothetical protein",PA14_11050(545/825),GID2750,PA4087,,,,,,
PAMr_nr_mas_13_2,E7,13,9,14,4,17,27,,54180,2725389,733,Y,PA14_31340,GID6063,89,357,,,"hypothetical protein",PA14_31340(89/357),GID6063,,,,,,,
PAMr_nr_mas_13_2,E8,13,9,16,4,17,31,,54181,2383073,323,Y,PA14_27450,GID4577,9,447,PA2833,,"hypothetical protein",PA14_27450(9/447),GID4577,PA2833,,,,,,"COG0589|Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,E9,13,9,18,4,17,35,,54185,4856153,254,Y,PA14_54800,GID3391,184,693,PA0733,,"pseudouridylate synthase","""""""PA14_54800(184/693)""","""PA14_54780*(1620/2118)""""""","""""""GID3391""","""GID5522""""""",PA0733,,,,"COG0564|Pseudouridylate synthases, 23S RNA-specific [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_13_2,E10,13,9,20,4,17,39,,54198,3386904,85.7,Y,PA14_37940,GID2740,23,888,PA2054,cynR,"DNA-binding transcriptional regulator CynR","""""""PA14_37940(23/888)""","""PA14_37930*(51/1620)""""""","""""""GID2740""","""GID5878""""""",PA2054,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_2,E11,13,9,22,4,17,43,,54207,3943665,559,Y,PA14_44300,GID730,90,1566,PA1561,aer,"aerotaxis receptor Aer",PA14_44300(90/1566),GID730,PA1561,,,,,,"COG2202|FOG: PAS/PAC domain [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,E12,13,9,24,4,17,47,,54208,1138583,311,Y,PA14_13220,GID6513,20,429,,,protein-tyrosine-phosphatase,PA14_13220(20/429),GID6513,,,,,,,"COG0394|Protein-tyrosine-phosphatase [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,F1,13,11,2,4,21,3,,54211,2021267,470,Y,PA14_23310,GID256,308,2241,PA3164,,"bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase","""""""PA14_23310(308/2241)""","""PA14_23300*(1847/2328)""""""","""""""GID256""","""GID6271""""""",PA3164,,,,"COG0766|UDP-N-acetylglucosamine enolpyruvyl transferase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_13_2,F2,13,11,4,4,21,7,,54221,2531355,930,Y,PA14_29250,GID5236,10,282,PA2697,,"hypothetical protein",PA14_29250(10/282),GID5236,PA2697,,,,,,"COG4317|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_13_2,F3,13,11,6,4,21,11,,54228,928674,373,Y,PA14_10770,GID17,924,4254,PA4112,,"sensor/response regulator hybrid","""""""PA14_10770(924/4254)""","""PA14_10760*(3421/4467)""""""","""""""GID17""","""GID6573""""""",PA4112,,,,"COG3614|Predicted periplasmic ligand-binding sensor domain [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,F4,13,11,8,4,21,15,,54233,1784167,103,Y,PA14_20730,GID5107,265,324,PA3351,flgM,"hypothetical protein","""FlgM""""""","""""""PA14_20730(265/324)""","""PA14_20710*(600/900)""""""","""""""GID5107""","""GID6325""""""",PA3351,,,"COG2747|Negative regulator of flagellin synthesis (anti-sigma28 factor) [Transcription / Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,F5,13,11,10,4,21,19,,54246,4060258,274,Y,EMPTY,,,,,,,PA14_45650*(24/1476),GID5703,,,,,,,
PAMr_nr_mas_13_2,F6,13,11,12,4,21,23,,54251,2458422,504,Y,PA14_28490,GID5086,248,330,PA2754,,"hypothetical protein","""""""PA14_28490(248/330)""","""PA14_28480*(179/519)""""""","""""""GID5086""","""GID6154""""""",PA2754,,,,"COG4575|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_13_2,F7,13,11,14,4,21,27,,54255,3907544,161,Y,PA14_43880,GID4470,259,447,PA1594,,"hypothetical protein",PA14_43880(259/447),GID4470,PA1594,,,,,,"COG2050|HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism [Secondary metabolites biosynthesis,    transport, and catabolism]"
PAMr_nr_mas_13_2,F8,13,11,16,4,21,31,,54260,1357903,317,Y,PA14_15930,GID1263,446,1293,PA3748,,hemolysin,PA14_15930(446/1293),GID1263,PA3748,,,,,,"COG4536|Putative Mg2+ and Co2+ transporter CorB [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_2,F9,13,11,18,4,21,35,,54262,2702668,285,Y,PA14_31070,GID6084,863,2361,,,"hypothetical protein",PA14_31070(863/2361),GID6084,,,,,,,"COG3843|Type IV secretory pathway, VirD2 components (relaxase) [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,F10,13,11,20,4,21,39,,54270,1975194,446,Y,PA14_22700,GID4743,24,372,PA3209,,ferredoxin,PA14_22700(24/372),GID4743,PA3209,,,,,,"COG0727|Predicted Fe-S-cluster oxidoreductase [General function prediction only]"
PAMr_nr_mas_13_2,F11,13,11,22,4,21,43,,54271,3808793,438,Y,PA14_42850,GID4152,20,546,PA1674,folE,"GTP cyclohydrolase I",PA14_42850(20/546),GID4152,PA1674,,,,,,"COG0302|GTP cyclohydrolase I [Coenzyme metabolism]"
PAMr_nr_mas_13_2,F12,13,11,24,4,21,47,,54272,5149304,141,Y,PA14_57820,GID5332,18,240,PA4451,,"hypothetical protein",PA14_57820(18/240),GID5332,PA4451,,,,,,"COG0271|Stress-induced morphogen (activity unknown) [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,G1,13,13,2,4,25,3,,54275,3238386,676,Y,PA14_36350,GID3984,154,555,PA2189,PA2189,"hypothetical protein",PA14_36350(154/555),GID3984,PA2189,,,,,,"COG0740|Protease subunit of ATP-dependent Clp proteases [Posttranslational modification, protein turnover, chaperones / Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,G2,13,13,4,4,25,7,,54291,3952388,821,Y,PA14_44380,GID3710,178,612,PA1553,,"cbb3-type cytochrome c oxidase subunit II",cbb3-type,"""subunit II""""""",PA14_44380(178/612),GID3710,PA1553,,,,"COG2993|Cbb3-type cytochrome oxidase, cytochrome c subunit [Energy production and conversion]"
PAMr_nr_mas_13_2,G3,13,13,6,4,25,11,,54293,1783549,246,Y,PA14_20700,GID3008,6,792,PA3353,,glycosyltransferase,PA14_20700(6/792),GID3008,PA3353,,,,,,"COG5581|c-di-GMP-binding protein [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,G4,13,13,8,4,25,15,,54298,324646,1120,Y,PA14_03580,GID3521,330,687,PA0275,,"transcriptional regulator","""""""PA14_03580(330/687)""","""PA14_03570*(805/816)""""""","""""""GID3521""","""GID7083""""""",PA0275,,,,"COG0664|cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases [Signal transduction mechanisms]"
PAMr_nr_mas_13_2,G5,13,13,10,4,25,19,,54299,1706209,222,Y,PA14_19800,GID3182,125,744,PA3423,,"AraC family transcriptional regulator","""AraC family""""""","""""""PA14_19800(125/744)""",PA14_19780*(273/1425),"""PA14_19790*(656/909)""""""","""""""GID3182""",GID6343,"""GID6342""""""",PA3423,"COG2169|Adenosine deaminase [Nucleotide transport and metabolism]"
PAMr_nr_mas_13_2,G6,13,13,12,4,25,23,,54303,2768408,264,Y,PA14_31820,GID1759,436,1125,PA2531,,aminotransferase,PA14_31820(436/1125),GID1759,PA2531,,,,,,"COG1167|Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs [Transcription / Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,G7,13,13,14,4,25,27,,54304,5707108,228,Y,PA14_64050,GID646,378,1629,PA4843,,"two-component response regulator","""""""PA14_64050(378/1629)""","""PA14_64040*(1207/1998)""""""","""""""GID646""","""GID6778""""""",PA4843,,,,"COG2197|Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain [Signal transduction mechanisms / Transcription]"
PAMr_nr_mas_13_2,G8,13,13,16,4,25,31,,54305,2626146,541,Y,PA14_30320,GID1188,379,1326,PA2613,,"recombination factor protein RarA","""""""PA14_30320(379/1326)""","""PA14_30300*(1071/2139)""""""","""""""GID1188""","""GID6111""""""",PA2613,,,,"COG1223|Predicted ATPase (AAA+ superfamily) [General function prediction only]"
PAMr_nr_mas_13_2,G9,13,13,18,4,25,35,,54308,4973877,644,Y,PA14_55720,GID2734,7,891,PA4287,,"hypothetical protein",PA14_55720(7/891),GID2734,PA4287,,,,,,
PAMr_nr_mas_13_2,G10,13,13,20,4,25,39,,54327,1529489,163,Y,PA14_17810,GID560,20,1728,PA3593,,"acyl-CoA dehydrogenase","""""""PA14_17810(20/1728)""","""PA14_17800*(1586/1815)""""""","""""""GID560""","""GID6392""""""",PA3593,,,,"COG1960|Acyl-CoA dehydrogenases [Lipid metabolism]"
PAMr_nr_mas_13_2,G11,13,13,22,4,25,43,,54339,3200188,194,Y,PA14_35950,GID5935,745,768,,PAGI-1(9),dehydrogenase,PA14_35950(745/768),GID5935,,,,,,,"COG0451|Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_2,G12,13,13,24,4,25,47,,54343,5840213,226,Y,PA14_65560,GID1369,122,1290,PA4960,serB,"phosphoserine phosphatase","""""""PA14_65560(122/1290)""","""PA14_65550*(1259/1326)""""""","""""""GID1369""","""GID6811""""""",PA4960,,,,"COG1778|Low specificity phosphatase (HAD superfamily) [General function prediction only]"
PAMr_nr_mas_13_2,H1,13,15,2,4,29,3,,54355,2210216,159,Y,PA14_25270,GID951,40,1410,PA3000,aroP1,"aromatic amino acid transport protein AroP1","""""""PA14_25270(40/1410)""","""PA14_25260*(1461/1503)""""""","""""""GID951""","""GID6231""""""",PA3000,,,,"COG0531|Amino acid transporters [Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,H2,13,15,4,4,29,7,,54358,3776211,666,Y,PA14_42380,GID2783,382,831,PA1714,,"hypothetical protein","""""""PA14_42380(382/831)""","""PA14_42370*(636/1128)""""""","""""""GID2783""","""GID5768""""""",PA1714,,,,
PAMr_nr_mas_13_2,H3,13,15,6,4,29,11,,54368,419931,272,Y,PA14_04730,GID563,941,1734,PA0361,,gamma-glutamyltranspeptidase,"""""""PA14_04730(941/1734)""",PA14_04720*(951/1806),"""PA14_04740*(791/1773)""""""","""""""GID563""",GID7113,"""GID7114""""""",PA0361,,"COG0405|Gamma-glutamyltransferase [Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,H4,13,15,8,4,29,15,,54369,501921,278,Y,PA14_05650,GID713,4,1479,PA0435,,"hypothetical protein",PA14_05650(4/1479),GID713,PA0435,,,,,,
PAMr_nr_mas_13_2,H5,13,15,10,4,29,19,,54377,5745295,575,Y,PA14_64500,GID2822,122,813,PA4878,,"transcriptional regulator",PA14_64500(122/813),GID2822,PA4878,,,,,,"COG3449|DNA gyrase inhibitor [DNA replication, recombination, and repair]"
PAMr_nr_mas_13_2,H6,13,15,12,4,29,23,,54379,1784166,1025,Y,PA14_20730,GID5107,266,324,PA3351,flgM,"hypothetical protein","""FlgM""""""","""""""PA14_20730(266/324)""","""PA14_20710*(599/900)""""""","""""""GID5107""","""GID6325""""""",PA3351,,,"COG2747|Negative regulator of flagellin synthesis (anti-sigma28 factor) [Transcription / Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_13_2,H7,13,15,14,4,29,27,,54383,6133653,228,Y,PA14_68770,GID1554,180,1155,PA5206,argE,"acetylornithine deacetylase","""""""PA14_68770(180/1155)""","""PA14_68760*(208/1755)""""""","""""""GID1554""","""GID6884""""""",PA5206,,,,"COG2195|Di- and tripeptidases [Amino acid transport and metabolism]"
PAMr_nr_mas_13_2,H8,13,15,16,4,29,31,,54390,66755,646,Y,PA14_00650,GID4584,224,429,PA0052,,"hypothetical protein",PA14_00650(224/429),GID4584,PA0052,,,,,,"COG1917|Uncharacterized conserved protein, contains double-stranded beta-helix domain [Function unknown]"
PAMr_nr_mas_13_2,H9,13,15,18,4,29,35,,54391,2674012,254,Y,PA14_30820,GID756,919,1608,PA2573,,"methyl-accepting chemotaxis transducer",PA14_30820(919/1608),GID756,PA2573,,,,,,"COG0840|Methyl-accepting chemotaxis protein [Cell motility and secretion / Signal transduction mechanisms]"
PAMr_nr_mas_13_2,H10,13,15,20,4,29,39,,54393,3243801,165,Y,PA14_36410,GID3843,579,609,PA2178,,"hypothetical protein",PA14_36410(579/609),GID3843,PA2178,,,,,,
PAMr_nr_mas_13_2,H11,13,15,22,4,29,43,,54394,4496517,402,Y,PA14_50600,GID2474,788,915,PA1067,,"transcriptional regulator",PA14_50600(788/915),GID2474,PA1067,,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_2,H12,13,15,24,4,29,47,,54405,5332724,757,Y,PA14_59870,GID6698,128,240,,,"hypothetical protein",PA14_59870(128/240),GID6698,,,,,,,
